magnet,cell_i,cell_j,sample,t_s,x_mm,y_mm,z_mm,Bx_uT,By_uT,Bz_uT,Babs_uT,Bbx_uT,Bby_uT,Bbz_uT,ax_g,ay_g,az_g,tilt_deg,gain_idx,qmc
m7,0,1,1,0.011,-40.000,0.000,0.000,200.8201,-214.0917,19.2632,294.1684,170.5183,50.1983,-234.3900,-1.79365,-2.76374,-2.22344,124.013,0,1
m7,0,1,2,0.206,-40.000,0.000,0.000,201.6414,-215.4750,19.5863,295.7573,170.8100,49.9483,-236.2233,-1.80708,-2.76801,-2.22222,123.911,0,1
m7,0,1,3,0.404,-40.000,0.000,0.000,206.0680,-214.8744,22.1085,298.5361,174.0183,47.4317,-237.8900,-1.80464,-2.78266,-2.24725,124.121,0,1
m7,0,1,4,0.598,-40.000,0.000,0.000,208.1066,-214.9899,22.0764,300.0273,176.1433,47.2400,-238.2400,-1.79243,-2.78083,-2.24725,124.186,0,1
m7,0,1,5,0.807,-40.000,0.000,0.000,212.2920,-215.3809,21.5834,303.1875,179.7433,45.8233,-239.8233,-1.80952,-2.78632,-2.24969,124.104,0,1
m7,0,1,6,1.002,-40.000,0.000,0.000,211.1596,-215.4060,20.5950,302.3447,179.0600,45.8483,-239.2650,-1.81013,-2.78877,-2.23382,123.896,0,1
m7,0,1,7,1.211,-40.000,0.000,0.000,212.8854,-216.2900,21.1144,304.2160,180.2850,45.5733,-240.7650,-1.80159,-2.76862,-2.22222,123.931,0,1
m7,0,1,8,1.422,-40.000,0.000,0.000,213.1097,-215.0344,21.3939,303.5016,180.2850,45.1150,-239.9483,-1.81380,-2.77656,-2.24176,124.056,0,1
m7,0,1,9,1.631,-40.000,0.000,0.000,214.2316,-216.1693,21.1652,305.0775,181.3517,45.1150,-241.1400,-1.79548,-2.75031,-2.21245,123.964,0,1
m7,0,1,10,1.827,-40.000,0.000,0.000,214.9007,-215.1564,19.9109,304.7475,182.5767,44.5150,-239.9067,-1.78755,-2.74786,-2.19780,123.840,0,1
m7,1,1,1,0.014,0.000,0.000,0.000,88.3801,-151.5598,-47.3218,181.7162,100.2267,96.9317,-116.5317,-1.81074,-2.77900,-2.24298,124.068,0,1
m7,1,1,2,0.224,0.000,0.000,0.000,101.6793,-164.9237,-57.7975,202.1857,116.8267,107.6150,-125.0983,-1.78999,-2.75092,-2.21001,123.955,0,1
m7,1,1,3,0.42,0.000,0.000,0.000,100.2035,-170.7579,-61.0974,207.2001,116.9933,114.5983,-126.9317,-1.81136,-2.78388,-2.25153,124.134,0,1
m7,1,1,4,0.615,0.000,0.000,0.000,100.0913,-173.8975,-62.5321,210.1640,117.5767,117.3483,-128.7400,-1.82784,-2.78449,-2.25397,124.086,0,1
m7,1,1,5,0.809,0.000,0.000,0.000,103.3061,-176.0103,-65.9333,214.4737,121.9517,119.5317,-129.7650,-1.81563,-2.79670,-2.24115,123.906,0,1
m7,1,1,6,1.003,0.000,0.000,0.000,103.9009,-177.2003,-66.4864,215.9069,122.7433,120.5983,-130.4067,-1.79487,-2.75458,-2.21551,123.975,0,1
m7,1,1,7,1.214,0.000,0.000,0.000,105.4467,-177.7326,-66.1486,216.9874,123.9767,120.3900,-131.2233,-1.82295,-2.78755,-2.25275,124.073,0,1
m7,1,1,8,1.423,0.000,0.000,0.000,106.5959,-178.8588,-65.3066,218.2158,124.6183,119.6567,-133.3067,-1.79915,-2.75946,-2.21429,123.908,0,1
m7,1,1,9,1.618,0.000,0.000,0.000,104.4459,-178.6929,-67.5735,217.7298,123.6850,122.1983,-131.0567,-1.78388,-2.75946,-2.21368,123.968,0,1
m7,1,1,10,1.828,0.000,0.000,0.000,106.3284,-180.5644,-70.2309,221.0013,126.6017,124.1983,-131.8650,-1.79792,-2.76435,-2.21429,123.881,0,1
m7,2,1,1,0.011,40.000,0.000,0.000,9.0997,-104.3296,-66.7397,124.1840,38.3683,108.4733,-46.7233,-1.80159,-2.76252,-2.21673,123.906,0,1
m7,2,1,2,0.21,40.000,0.000,0.000,9.3621,-103.8339,-68.7805,124.8995,39.1433,109.6817,-45.1400,-1.77289,-2.76496,-2.21734,124.023,0,1
m7,2,1,3,0.415,40.000,0.000,0.000,15.4929,-100.7052,-71.5912,124.5266,46.3267,106.9317,-43.8900,-1.77228,-2.72772,-2.15324,123.502,0,1
m7,2,1,4,0.611,40.000,0.000,0.000,15.4009,-100.9237,-72.6293,125.2909,46.6183,108.1400,-42.7817,-1.78022,-2.73871,-2.18803,123.816,0,1
m7,2,1,5,0.82,40.000,0.000,0.000,15.3901,-101.8811,-74.4813,127.1380,47.5183,109.8900,-42.7817,-1.75763,-2.70085,-2.14774,123.684,0,1
m7,2,1,6,1.016,40.000,0.000,0.000,16.6267,-102.9352,-75.8269,128.9256,49.0350,110.8650,-43.8900,-1.71306,-2.66850,-2.09158,123.408,0,1
m7,2,1,7,1.226,40.000,0.000,0.000,16.6932,-102.5895,-74.8698,128.0967,48.4933,110.1400,-43.8900,-1.71062,-2.68010,-2.10806,123.545,0,1
m7,2,1,8,1.436,40.000,0.000,0.000,16.4534,-101.2511,-74.5763,126.8232,48.0600,109.2400,-42.9067,-1.71306,-2.69414,-2.11844,123.566,0,1
m7,2,1,9,1.645,40.000,0.000,0.000,15.9541,-101.2668,-74.5235,126.7409,47.7267,109.3233,-42.8233,-1.72283,-2.69292,-2.11966,123.546,0,1
m7,2,1,10,1.857,40.000,0.000,0.000,14.7318,-100.1130,-74.3729,125.5825,46.6600,108.8233,-41.8483,-1.71245,-2.66911,-2.09524,123.453,0,1
m7,0,2,1,0.01,-40.000,-40.000,0.000,114.5787,-332.8189,208.1049,408.9062,9.8933,20.8067,-408.2567,-1.71673,-2.70391,-2.14408,123.799,4,1
m7,0,2,2,0.217,-40.000,-40.000,0.000,121.6957,-329.7611,204.8255,406.8239,15.6267,18.7733,-406.0900,-1.75153,-2.69780,-2.14103,123.649,4,1
m7,0,2,3,0.428,-40.000,-40.000,0.000,122.1273,-328.2066,206.8846,406.7381,16.5933,18.2400,-405.9900,-1.77350,-2.76435,-2.21551,124.002,4,1
m7,0,2,4,0.638,-40.000,-40.000,0.000,121.8657,-329.3693,207.3350,407.8274,14.9600,18.7067,-407.1233,-1.79060,-2.75641,-2.20940,123.908,4,1
m7,0,2,5,0.848,-40.000,-40.000,0.000,123.1714,-328.4466,207.2409,407.4275,16.8267,19.2733,-406.6233,-1.79915,-2.78022,-2.24542,124.139,4,1
m7,0,2,6,1.058,-40.000,-40.000,0.000,121.1353,-329.9595,206.5247,407.6757,14.7267,19.2067,-406.9567,-1.78205,-2.74847,-2.19536,123.830,4,1
m7,0,2,7,1.256,-40.000,-40.000,0.000,116.7785,-330.4820,208.3854,407.7745,10.5600,20.4733,-407.1233,-1.79060,-2.77411,-2.22344,123.956,4,1
m7,0,2,8,1.48,-40.000,-40.000,0.000,116.5239,-332.6060,207.0673,408.7559,9.7267,19.8733,-408.1567,-1.77717,-2.73443,-2.15995,123.517,4,1
m7,0,2,9,1.675,-40.000,-40.000,0.000,118.1462,-332.2921,207.9083,409.3928,11.4933,19.7067,-408.7567,-1.75641,-2.71612,-2.15812,123.712,4,1
m7,0,2,10,1.879,-40.000,-40.000,0.000,117.8259,-334.0212,206.6456,410.0677,12.0933,19.5400,-409.4233,-1.72894,-2.69414,-2.11661,123.472,4,1
m7,1,2,1,0.023,0.000,-40.000,0.000,36.8722,-307.6246,32.2012,311.4954,18.4933,153.8400,-270.2233,-1.69536,-2.65812,-2.07937,123.406,4,1
m7,1,2,2,0.233,0.000,-40.000,0.000,37.6455,-299.8622,29.9234,303.6938,20.4600,150.8400,-262.7900,-1.68803,-2.68254,-2.10440,123.583,4,1
m7,1,2,3,0.429,0.000,-40.000,0.000,37.6612,-292.7583,30.1529,296.7069,20.3933,145.2400,-257.9233,-1.65995,-2.64957,-2.06105,123.393,4,1
m7,1,2,4,0.639,0.000,-40.000,0.000,35.3600,-283.9863,31.3114,287.8871,17.7600,140.5400,-250.6233,-1.68681,-2.67766,-2.09524,123.507,4,1
m7,1,2,5,0.848,0.000,-40.000,0.000,36.0894,-292.5475,34.9957,296.8353,16.6600,144.6733,-258.6567,-1.72100,-2.70085,-2.14286,123.787,4,1
m7,1,2,6,1.058,0.000,-40.000,0.000,37.0916,-300.2401,37.3285,304.8169,16.5600,147.4067,-266.2900,-1.71673,-2.70085,-2.14164,123.791,4,1
m7,1,2,7,1.256,0.000,-40.000,0.000,36.6460,-300.0302,39.3761,304.8139,15.0600,146.4733,-266.8900,-1.74298,-2.71306,-2.15995,123.815,4,1
m7,1,2,8,1.48,0.000,-40.000,0.000,38.9152,-296.3090,39.9084,301.5064,16.8267,142.8400,-264.9900,-1.75580,-2.73138,-2.17216,123.781,4,1
m7,1,2,9,1.689,0.000,-40.000,0.000,39.7839,-296.9868,42.6564,302.6607,16.1267,141.5067,-267.0567,-1.78022,-2.73565,-2.18437,123.793,4,1
m7,1,2,10,1.9,0.000,-40.000,0.000,40.3477,-298.4406,42.5477,304.1464,16.8267,142.8400,-267.9900,-1.78755,-2.76068,-2.21306,123.936,4,1
m7,2,2,1,0.005,40.000,-40.000,0.000,-24.5902,-148.8042,-36.5796,155.1948,-5.5400,126.6150,-89.5733,-1.72894,-2.69719,-2.13370,123.664,0,1
m7,2,2,2,0.2,40.000,-40.000,0.000,-24.2088,-149.7510,-40.6712,157.0528,-3.3567,130.1983,-87.7650,-1.74603,-2.71673,-2.16239,123.806,0,1
m7,2,2,3,0.41,40.000,-40.000,0.000,-25.9967,-154.9244,-41.6468,162.5172,-4.4567,134.9317,-90.4733,-1.77167,-2.74359,-2.19353,123.887,0,1
m7,2,2,4,0.606,40.000,-40.000,0.000,-25.4318,-158.0164,-40.0167,164.9767,-4.7483,135.9900,-93.2817,-1.79548,-2.77839,-2.24420,124.153,0,1
m7,2,2,5,0.801,40.000,-40.000,0.000,-25.7488,-157.1476,-39.4575,164.0587,-5.1233,134.8900,-93.2400,-1.80342,-2.77411,-2.22650,123.937,0,1
m7,2,2,6,1.038,40.000,-40.000,0.000,-26.1232,-157.6785,-39.0669,164.5332,-5.6650,135.1400,-93.6817,-1.80098,-2.77350,-2.22894,123.981,0,1
m7,2,2,7,1.233,40.000,-40.000,0.000,-26.1062,-156.9839,-38.7139,163.7811,-5.7483,134.3650,-93.4733,-1.79426,-2.75641,-2.21062,123.907,0,1
m7,2,2,8,1.445,40.000,-40.000,0.000,-27.0815,-155.0134,-38.4177,161.9830,-6.7317,133.4733,-91.5317,-1.81013,-2.77289,-2.23382,124.003,0,1
m7,2,2,9,1.64,40.000,-40.000,0.000,-26.4510,-154.4321,-38.7738,161.4074,-6.0233,133.3900,-90.6817,-1.81563,-2.77717,-2.25031,124.146,0,1
m7,2,2,10,1.863,40.000,-40.000,0.000,-26.7501,-153.3951,-39.2569,160.5825,-6.0233,133.1150,-89.6150,-1.81990,-2.77839,-2.24786,124.090,0,1
m9,0,0,1,0.005,-40.000,40.000,0.000,64.9226,13.6754,7.9840,66.8259,54.9767,-36.2767,-11.2817,-1.66911,-2.70696,-2.14347,123.980,0,1
m9,0,0,2,0.222,-40.000,40.000,0.000,65.1112,12.7944,8.9304,66.9546,54.8100,-36.7933,-11.1817,-1.46642,-2.45665,-1.80708,122.277,0,1
m9,0,0,3,0.419,-40.000,40.000,0.000,64.9518,13.6971,8.4419,66.9150,54.6850,-36.8767,-11.2817,-1.62027,-2.62576,-2.03785,123.444,0,1
m9,0,0,4,0.627,-40.000,40.000,0.000,65.2087,13.4876,8.5852,67.1401,54.7267,-37.2350,-11.2400,-1.56532,-2.53907,-1.91941,122.761,0,1
m9,0,0,5,0.837,-40.000,40.000,0.000,64.2501,13.3876,8.9528,66.2379,54.1183,-36.6683,-10.6817,-1.50061,-2.51709,-1.88034,122.686,0,1
m9,0,0,6,1.048,-40.000,40.000,0.000,64.2792,8.0352,2.5352,64.8291,56.3267,-29.5017,-12.6400,-1.65690,-2.61538,-2.02076,123.132,0,1
m9,0,0,7,1.257,-40.000,40.000,0.000,65.3569,10.7971,1.6973,66.2645,58.1850,-30.2350,-9.5567,-1.57998,-2.61294,-2.00122,123.240,0,1
m9,0,0,8,1.47,-40.000,40.000,0.000,66.5358,13.3014,8.0279,68.3255,56.1600,-36.9600,-12.1817,-1.68742,-2.69475,-2.12271,123.728,0,1
m9,0,0,9,1.677,-40.000,40.000,0.000,66.7548,11.3363,3.0863,67.7808,58.4767,-32.3350,-11.3650,-1.74054,-2.74908,-2.20085,124.075,0,1
m9,0,0,10,1.887,-40.000,40.000,0.000,67.6920,10.8564,6.9282,68.9062,57.8517,-35.1683,-12.8233,-1.51465,-2.49206,-1.87057,122.677,0,1
m9,1,0,1,0.005,0.000,40.000,0.000,96.4580,-12.4837,-4.7728,97.3795,88.8100,-21.8350,-33.4483,-1.69231,-2.71368,-2.17033,124.162,0,1
m9,1,0,2,0.21,0.000,40.000,0.000,99.5575,-13.1950,-4.8767,100.5464,91.7683,-22.6100,-34.3067,-1.58486,-2.58974,-2.01465,123.566,0,1
m9,1,0,3,0.42,0.000,40.000,0.000,98.5865,-16.7989,-10.2651,100.5329,92.7017,-16.6517,-35.1567,-1.78694,-2.76129,-2.24176,124.278,0,1
m9,1,0,4,0.63,0.000,40.000,0.000,101.4329,-14.3425,-6.3122,102.6361,93.3267,-23.0267,-35.9733,-1.64164,-2.56044,-1.98291,123.102,0,1
m9,1,0,5,0.827,0.000,40.000,0.000,101.1705,-13.3988,-3.7782,102.1239,92.6017,-23.7933,-35.8900,-1.64591,-2.64957,-2.09463,123.883,0,1
m9,1,0,6,1.022,0.000,40.000,0.000,99.6963,-16.3684,-8.6343,101.3993,92.9933,-18.9183,-35.7233,-1.67643,-2.62759,-2.06838,123.569,0,1
m9,1,0,7,1.23,0.000,40.000,0.000,99.5855,-16.3589,-9.3419,101.3517,93.4517,-18.5683,-34.5567,-1.54762,-2.50366,-1.89377,122.757,0,1
m9,1,0,8,1.428,0.000,40.000,0.000,100.9654,-16.3147,-7.6588,102.5614,94.2683,-18.7933,-35.7650,-1.66056,-2.69597,-2.14164,124.073,0,1
m9,1,0,9,1.622,0.000,40.000,0.000,101.2669,-16.4562,-10.0923,103.0905,94.9350,-18.5683,-35.6400,-1.70147,-2.64225,-2.08730,123.591,0,1
m9,1,0,10,1.83,0.000,40.000,0.000,102.4176,-18.5311,-9.5121,104.5143,95.9517,-18.2767,-37.1817,-1.55495,-2.49084,-1.89438,122.828,0,1
m9,2,0,1,0.007,40.000,40.000,0.000,93.2213,-46.5870,-42.0753,112.3872,102.2683,26.5817,-38.2817,-1.40965,-2.43040,-1.79121,122.519,0,1
m9,2,0,2,0.205,40.000,40.000,0.000,93.8385,-48.0482,-43.4751,114.0367,103.4100,28.0817,-39.0150,-1.55861,-2.57387,-1.97375,123.263,0,1
m9,2,0,3,0.412,40.000,40.000,0.000,92.6466,-47.9333,-43.9914,113.2088,102.5600,28.4567,-38.5733,-1.39683,-2.39438,-1.74481,122.188,0,1
m9,2,0,4,0.623,40.000,40.000,0.000,95.3954,-46.9861,-46.3895,116.0171,106.0767,28.2900,-37.5150,-1.54640,-2.53297,-1.91514,122.835,0,1
m9,2,0,5,0.832,40.000,40.000,0.000,94.3325,-45.3302,-45.4893,114.1172,104.7267,27.6400,-35.9317,-1.47680,-2.47558,-1.86325,122.878,0,1
m9,2,0,6,1.027,40.000,40.000,0.000,95.8965,-45.7842,-45.4419,115.5738,106.1183,27.4317,-36.6567,-1.46093,-2.47985,-1.84615,122.677,0,1
m9,2,0,7,1.224,40.000,40.000,0.000,96.4790,-46.1552,-43.7902,115.5685,105.9517,27.2900,-37.2233,-1.38400,-2.44505,-1.80403,122.704,0,1
m9,2,0,8,1.433,40.000,40.000,0.000,96.2088,-45.4856,-44.6904,115.4223,106.0767,26.6650,-36.8650,-1.52503,-2.54823,-1.93468,123.083,0,1
m9,2,0,9,1.627,40.000,40.000,0.000,98.1303,-45.9959,-44.1436,117.0207,107.6017,26.7900,-37.3900,-1.37607,-2.45665,-1.78449,122.364,0,1
m9,2,0,10,1.839,40.000,40.000,0.000,97.1619,-45.7358,-44.9049,116.3987,107.0350,26.5817,-37.2233,-1.43529,-2.46398,-1.81136,122.425,0,1
m9,0,1,1,0.006,-40.000,0.000,0.000,93.3099,-4.1298,71.7328,117.7683,55.4767,-81.0433,-64.9900,-1.40293,-2.49634,-1.84371,122.776,0,1
m9,0,1,2,0.216,-40.000,0.000,0.000,100.5412,-1.9618,82.7059,130.2023,55.9517,-93.6517,-71.0733,-1.43956,-2.47802,-1.81624,122.365,0,1
m9,0,1,3,0.425,-40.000,0.000,0.000,105.1724,1.8544,91.0136,139.0976,59.4517,-102.4017,-72.9900,-1.39011,-2.53663,-1.86508,122.813,0,1
m9,0,1,4,0.648,-40.000,0.000,0.000,123.0571,1.8311,92.3971,153.8949,75.9767,-111.0017,-74.7650,-1.22711,-2.31746,-1.60745,121.508,0,1
m9,0,1,5,0.846,-40.000,0.000,0.000,130.3710,-0.4430,87.9145,157.2442,82.4100,-107.9600,-79.2400,-1.38034,-2.45910,-1.79243,122.440,0,1
m9,0,1,6,1.052,-40.000,0.000,0.000,123.9077,-0.2413,91.6276,154.1065,76.7683,-109.7517,-76.2233,-1.21368,-2.28022,-1.57753,121.413,0,1
m9,0,1,7,1.247,-40.000,0.000,0.000,122.4846,0.4831,91.3132,152.7770,76.8517,-108.7767,-74.8483,-1.18864,-2.29060,-1.58852,121.615,0,1
m9,0,1,8,1.457,-40.000,0.000,0.000,124.6651,2.6731,90.0838,153.8298,77.6183,-109.6267,-74.9733,-1.32051,-2.43223,-1.73626,122.102,0,1
m9,0,1,9,1.667,-40.000,0.000,0.000,125.7059,1.5420,92.2667,155.9407,78.8517,-110.5433,-76.6817,-1.26984,-2.39805,-1.70452,122.135,0,1
m9,0,1,10,1.864,-40.000,0.000,0.000,125.3614,0.2601,92.6686,155.8943,79.4767,-110.3183,-76.2650,-1.21917,-2.37363,-1.64774,121.695,0,1
m9,1,1,1,0.024,0.000,0.000,0.000,210.1067,-85.0821,92.7533,244.9223,155.8267,-87.9850,-167.2233,-1.27167,-2.38645,-1.70147,122.179,0,1
m9,1,1,2,0.219,0.000,0.000,0.000,209.1927,-90.9061,91.5538,245.7795,154.6017,-86.6933,-170.2650,-1.23077,-2.30220,-1.58852,121.321,0,1
m9,1,1,3,0.428,0.000,0.000,0.000,214.6396,-88.4612,93.6874,250.3455,156.6183,-88.7517,-173.9733,-1.37851,-2.45177,-1.78388,122.384,0,1
m9,1,1,4,0.624,0.000,0.000,0.000,210.8433,-89.8258,94.7943,248.0112,156.1600,-87.3767,-171.7233,-1.26923,-2.40720,-1.70085,122.006,0,1
m9,1,1,5,0.833,0.000,0.000,0.000,215.4036,-86.6031,91.0625,249.3816,157.8100,-87.9017,-171.9317,-1.43346,-2.51893,-1.84860,122.531,0,1
m9,1,1,6,1.046,0.000,0.000,0.000,216.2932,-84.8242,92.5866,250.1003,158.0183,-88.6683,-172.3900,-1.46581,-2.55861,-1.91636,123.019,0,1
m9,1,1,7,1.241,0.000,0.000,0.000,217.9413,-83.6609,92.8888,251.2487,158.4933,-90.2100,-172.8233,-1.52381,-2.61783,-1.97436,123.097,0,1
m9,1,1,8,1.436,0.000,0.000,0.000,219.1061,-82.3131,92.3533,251.6189,159.4100,-90.6933,-172.2650,-1.51282,-2.57814,-1.95849,123.232,0,1
m9,1,1,9,1.648,0.000,0.000,0.000,221.4839,-82.2098,93.5909,254.1118,161.2850,-91.5433,-173.7233,-1.52015,-2.59158,-1.98596,123.464,0,1
m9,1,1,10,1.857,0.000,0.000,0.000,221.5379,-83.5379,92.7144,254.2707,161.2433,-92.5267,-173.4733,-1.44383,-2.46703,-1.84432,122.831,0,1
m9,2,1,1,0.026,40.000,0.000,0.000,206.5375,-171.5194,17.4266,269.0360,180.2850,17.4317,-198.9317,-1.42796,-2.51282,-1.81319,122.102,0,1
m9,2,1,2,0.24,40.000,0.000,0.000,205.8599,-170.0208,13.1265,267.3157,180.6433,19.9317,-196.0317,-1.46032,-2.50305,-1.82967,122.267,0,1
m9,2,1,3,0.46,40.000,0.000,0.000,211.4994,-165.9440,8.9227,268.9777,187.5767,20.3900,-191.6983,-1.52869,-2.60623,-1.94017,122.706,0,1
m9,2,1,4,0.656,40.000,0.000,0.000,213.2883,-165.9005,20.7773,271.0103,190.2850,14.4317,-192.4317,-1.18498,-2.42430,-1.69780,122.178,0,1
m9,2,1,5,0.866,40.000,0.000,0.000,214.9521,-164.0696,9.0750,270.5654,193.8517,16.1817,-188.0567,-1.23626,-2.36569,-1.62882,121.392,0,1
m9,2,1,6,1.076,40.000,0.000,0.000,220.3229,-161.0496,6.2944,272.9813,196.6850,17.4733,-188.4900,-1.53663,-2.60867,-1.96581,122.996,0,1
m9,2,1,7,1.3,40.000,0.000,0.000,216.8883,-158.7391,1.2017,268.7752,196.1600,15.3733,-183.0983,-1.37057,-2.41331,-1.69231,121.373,0,1
m9,2,1,8,1.498,40.000,0.000,0.000,219.4716,-153.2680,7.0841,267.7854,196.2433,11.3483,-181.8483,-1.41758,-2.47131,-1.81563,122.509,0,1
m9,2,1,9,1.705,40.000,0.000,0.000,215.5739,-156.6692,5.6913,266.5515,195.0183,14.3483,-181.1400,-1.29731,-2.41575,-1.68926,121.635,0,1
m9,2,1,10,1.915,40.000,0.000,0.000,214.9601,-157.6448,15.7343,267.0343,192.7017,11.9567,-184.4733,-1.23321,-2.44200,-1.72222,122.192,0,1
m9,0,2,1,0.005,-40.000,-40.000,0.000,125.3191,0.6073,168.3404,209.8661,37.9517,-163.1517,-126.4317,-1.67338,-2.67643,-2.08669,123.468,0,1
m9,0,2,2,0.214,-40.000,-40.000,0.000,117.4003,0.5344,171.4888,207.8257,31.7267,-163.2350,-124.6567,-1.59707,-2.64225,-2.02869,123.308,0,1
m9,0,2,3,0.425,-40.000,-40.000,0.000,117.0528,1.7324,170.0383,206.4398,31.0183,-162.6683,-123.2650,-1.62332,-2.64713,-2.04151,123.323,0,1
m9,0,2,4,0.62,-40.000,-40.000,0.000,117.6343,3.3486,175.7687,211.5270,28.4767,-166.8600,-126.8483,-1.69719,-2.72955,-2.14469,123.714,0,1
m9,0,2,5,0.815,-40.000,-40.000,0.000,114.5615,-0.7261,180.3303,213.6443,28.1600,-168.7100,-128.0150,-1.51038,-2.60440,-1.96215,123.094,0,1
m9,0,2,6,1.024,-40.000,-40.000,0.000,114.2739,-2.6105,185.6326,218.0019,25.0350,-172.6100,-130.7817,-1.46398,-2.52259,-1.86386,122.580,0,1
m9,0,2,7,1.25,-40.000,-40.000,0.000,117.2686,4.9134,187.4784,221.1881,25.7683,-175.7350,-131.8233,-1.62759,-2.70330,-2.12393,123.944,0,1
m9,0,2,8,1.449,-40.000,-40.000,0.000,116.6314,-1.8596,189.2924,222.3465,26.1850,-176.9433,-132.0733,-1.42063,-2.47070,-1.81197,122.447,0,1
m9,0,2,9,1.656,-40.000,-40.000,0.000,118.7756,2.6828,190.2704,224.3160,25.4100,-179.0433,-132.7233,-1.55311,-2.59585,-1.97314,123.116,0,1
m9,0,2,10,1.865,-40.000,-40.000,0.000,120.5626,-1.3080,192.2379,226.9195,25.8933,-180.5850,-134.9483,-1.48535,-2.50061,-1.84615,122.405,0,1
m9,1,2,1,0.027,0.000,-40.000,0.000,169.8005,-172.9210,286.4924,375.2489,26.8933,-154.7600,-340.7900,-1.67094,-2.69475,-2.10989,123.641,4,1
m9,1,2,2,0.237,0.000,-40.000,0.000,162.4030,-169.1180,289.8446,372.8076,23.7600,-156.5933,-337.4900,-1.61233,-2.70208,-2.11661,123.928,4,1
m9,1,2,3,0.447,0.000,-40.000,0.000,165.2240,-176.3882,282.2187,371.5631,30.0600,-154.6933,-336.4900,-1.52198,-2.60256,-1.95177,122.918,4,1
m9,1,2,4,0.642,0.000,-40.000,0.000,172.1223,-174.7325,279.9414,372.1890,35.8933,-155.4600,-336.2567,-1.55067,-2.61661,-1.97497,122.997,4,1
m9,1,2,5,0.839,0.000,-40.000,0.000,170.1661,-171.5745,283.0600,372.1791,34.9600,-154.9267,-336.5900,-1.55128,-2.63980,-2.04029,123.678,4,1
m9,1,2,6,1.034,0.000,-40.000,0.000,180.5988,-171.5891,280.1695,374.9049,43.1600,-155.7267,-338.2900,-1.61722,-2.69353,-2.09280,123.669,4,1
m9,1,2,7,1.242,0.000,-40.000,0.000,181.5833,-171.9911,276.2431,372.6442,44.6600,-154.9267,-335.9567,-1.59768,-2.64957,-2.03602,123.347,4,1
m9,1,2,8,1.452,0.000,-40.000,0.000,181.1367,-177.9467,271.3573,371.6320,49.5933,-156.4600,-333.4233,-1.40965,-2.44872,-1.77717,122.169,4,1
m9,1,2,9,1.662,0.000,-40.000,0.000,176.7406,-179.4097,270.9227,369.8976,48.1600,-155.5600,-332.1233,-1.36569,-2.42979,-1.74054,121.983,4,1
m9,1,2,10,1.859,0.000,-40.000,0.000,185.3736,-171.5982,268.7753,368.8488,50.8933,-153.3933,-331.5567,-1.56899,-2.60684,-1.97558,122.996,4,1
m9,2,2,1,0.014,40.000,-40.000,0.000,143.7841,-314.1834,195.2967,396.8953,53.0600,-7.7267,-393.2567,-1.37485,-2.53541,-1.83272,122.433,4,1
m9,2,2,2,0.239,40.000,-40.000,0.000,154.5481,-314.1388,200.3302,403.3615,56.1267,-3.3600,-399.4233,-1.57204,-2.68926,-2.07570,123.678,4,1
m9,2,2,3,0.433,40.000,-40.000,0.000,151.1921,-321.9301,198.9802,407.5428,55.6600,-0.7600,-403.7233,-1.47497,-2.60134,-1.96093,123.254,4,1
m9,2,2,4,0.628,40.000,-40.000,0.000,156.4821,-319.2153,202.6180,409.1933,54.9267,-0.1933,-405.4900,-1.62882,-2.71490,-2.12454,123.863,4,1
m9,2,2,5,0.824,40.000,-40.000,0.000,155.9866,-321.7427,200.5453,409.9617,52.7267,0.4067,-406.5567,-1.61600,-2.63187,-2.03724,123.411,4,1
m9,2,2,6,1.019,40.000,-40.000,0.000,151.7444,-322.4112,203.7688,410.4839,49.7600,0.2400,-407.4567,-1.59219,-2.65446,-2.05372,123.564,4,1
m9,2,2,7,1.227,40.000,-40.000,0.000,150.8707,-328.4925,200.1995,413.2180,49.0933,1.0400,-410.2900,-1.54884,-2.57082,-1.93407,122.798,4,1
m9,2,2,8,1.424,40.000,-40.000,0.000,154.0249,-324.3937,206.4659,414.2259,49.4933,1.2067,-411.2567,-1.63797,-2.68498,-2.10501,123.794,4,1
m9,2,2,9,1.618,40.000,-40.000,0.000,151.7854,-322.3528,205.7044,411.4176,48.9933,0.0733,-408.4900,-1.60806,-2.67521,-2.08303,123.717,4,1
m9,2,2,10,1.827,40.000,-40.000,0.000,151.2392,-320.9042,207.7056,411.0893,46.1267,-1.6267,-408.4900,-1.65263,-2.70391,-2.11233,123.686,4,1
