magnet,cell_i,cell_j,sample,t_s,x_mm,y_mm,z_mm,Bx_uT,By_uT,Bz_uT,Babs_uT,Bbx_uT,Bby_uT,Bbz_uT,ax_g,ay_g,az_g,tilt_deg,gain_idx,qmc
m3,2,1,8,1.438,40.000,0.000,0.000,-115.9200,-169.0442,245.7173,319.9849,-214.1117,-23.7950,-236.6017,-1.80037,-2.77778,-2.24542,124.150,0,1
m3,2,1,9,1.651,40.000,0.000,0.000,-117.3938,-171.2610,243.8704,320.2880,-214.9033,-21.9033,-236.4767,-1.80281,-2.78388,-2.21917,123.787,0,1
m3,2,1,10,1.858,40.000,0.000,0.000,-119.3131,-168.4310,245.9024,321.0493,-217.7533,-23.2367,-234.7683,-1.80464,-2.76862,-2.22527,123.954,0,1
m3,0,2,1,0.018,-40.000,-40.000,0.000,-36.5455,16.9564,85.1227,94.1752,-71.0450,-57.1533,-23.5600,-1.74542,-2.70574,-2.13858,123.592,0,1
m3,0,2,2,0.212,-40.000,-40.000,0.000,-40.6047,14.9693,84.1037,94.5847,-73.8783,-54.1950,-23.4767,-1.70024,-2.68193,-2.10317,123.517,0,1
m3,0,2,3,0.408,-40.000,-40.000,0.000,-41.6601,15.7180,84.0799,95.1422,-74.6283,-54.4867,-22.6683,-1.68071,-2.67521,-2.09280,123.521,0,1
m3,0,2,4,0.604,-40.000,-40.000,0.000,-40.6926,15.3937,83.6887,94.3221,-73.7950,-54.1950,-22.6683,-1.67888,-2.65324,-2.06471,123.329,0,1
m3,0,2,5,0.813,-40.000,-40.000,0.000,-41.0513,15.7800,82.5325,93.5192,-73.2367,-53.8617,-21.9350,-1.66484,-2.67399,-2.08181,123.461,0,1
m3,0,2,6,1.02,-40.000,-40.000,0.000,-40.3216,14.7426,82.4503,92.9583,-72.6117,-53.3783,-22.7933,-1.65995,-2.66056,-2.06654,123.384,0,1
m3,0,2,7,1.235,-40.000,-40.000,0.000,-37.3462,16.5906,83.0508,92.5604,-70.3617,-55.7367,-22.5850,-1.69719,-2.69353,-2.10989,123.534,0,1
m3,0,2,8,1.441,-40.000,-40.000,0.000,-37.7699,16.0633,84.7353,94.1523,-71.7950,-56.1700,-23.5600,-1.70391,-2.67033,-2.08974,123.413,0,1
m3,0,2,9,1.653,-40.000,-40.000,0.000,-37.9077,16.6570,83.9207,93.5796,-71.4617,-55.8617,-23.0183,-1.72344,-2.69841,-2.13858,123.740,0,1
m3,0,2,10,1.862,-40.000,-40.000,0.000,-37.8086,16.4948,84.4359,93.9734,-71.7533,-56.0450,-23.2683,-1.72161,-2.68132,-2.11905,123.625,0,1
m3,1,2,1,0.018,0.000,-40.000,0.000,-66.9113,-8.9993,110.0582,129.1159,-109.3617,-47.5450,-49.5017,-1.77717,-2.74725,-2.19475,123.853,0,1
m3,1,2,2,0.216,0.000,-40.000,0.000,-69.3081,-9.1920,110.5214,130.7788,-111.3783,-47.1283,-49.7683,-1.78755,-2.78816,-2.24603,124.143,0,1
m3,1,2,3,0.411,0.000,-40.000,0.000,-68.8568,-10.4702,110.4850,130.6056,-111.2117,-46.2533,-50.5017,-1.79182,-2.77411,-2.22405,123.958,0,1
m3,1,2,4,0.624,0.000,-40.000,0.000,-68.2584,-6.8328,109.5385,129.2463,-110.3783,-47.9450,-47.1433,-1.78632,-2.75397,-2.20513,123.892,0,1
m3,1,2,5,0.829,0.000,-40.000,0.000,-69.3330,-6.4388,110.3833,130.5106,-111.8200,-48.0700,-47.1017,-1.81868,-2.78388,-2.24847,124.065,0,1
m3,1,2,6,1.039,0.000,-40.000,0.000,-69.8440,-6.7511,111.1373,131.4354,-112.5700,-48.4033,-47.5433,-1.79182,-2.75336,-2.21184,123.953,0,1
m3,1,2,7,1.236,0.000,-40.000,0.000,-70.6078,-6.6410,110.9750,131.7005,-113.0033,-48.2367,-47.4183,-1.80098,-2.78144,-2.24237,124.087,0,1
m3,1,2,8,1.431,0.000,-40.000,0.000,-70.4347,-5.8886,110.2666,130.9749,-112.6950,-48.1950,-46.1683,-1.78999,-2.75397,-2.20696,123.898,0,1
m3,1,2,9,1.639,0.000,-40.000,0.000,-70.7571,-6.6374,110.9250,131.7383,-113.4200,-48.2783,-46.4767,-1.74847,-2.69414,-2.12210,123.454,0,1
m3,1,2,10,1.834,0.000,-40.000,0.000,-72.0924,-4.0579,108.9466,130.7024,-113.2117,-48.1950,-44.0850,-1.78449,-2.77717,-2.23993,124.159,0,1
m3,2,2,1,0.023,40.000,-40.000,0.000,-105.0622,-47.8682,96.8548,150.6993,-137.5033,-0.3783,-61.6683,-1.79060,-2.75519,-2.21001,123.924,0,1
m3,2,2,2,0.234,40.000,-40.000,0.000,-105.2633,-47.3082,96.2299,150.2618,-137.2950,-0.6117,-61.0600,-1.77900,-2.75946,-2.20635,123.901,0,1
m3,2,2,3,0.43,40.000,-40.000,0.000,-105.1900,-48.4522,98.0665,151.7550,-138.2367,-1.1117,-62.6017,-1.76435,-2.71978,-2.14652,123.509,0,1
m3,2,2,4,0.641,40.000,-40.000,0.000,-106.1201,-47.7479,98.0610,152.1752,-138.9033,-1.1700,-62.1433,-1.78877,-2.76801,-2.21978,123.962,0,1
m3,2,2,5,0.835,40.000,-40.000,0.000,-105.6414,-48.0851,98.3441,152.1310,-138.6117,-1.1117,-62.6850,-1.80159,-2.77961,-2.24298,124.104,0,1
m3,2,2,6,1.047,40.000,-40.000,0.000,-104.8765,-47.3590,98.4146,151.4180,-138.1533,-1.4200,-61.9600,-1.81990,-2.77656,-2.23687,123.972,0,1
m3,2,2,7,1.283,40.000,-40.000,0.000,-105.7848,-48.1905,98.6730,152.4766,-139.0867,-0.8200,-62.4767,-1.81074,-2.76435,-2.22100,123.905,0,1
m3,2,2,8,1.479,40.000,-40.000,0.000,-105.7254,-47.4998,97.7408,151.6158,-138.4867,-0.8200,-61.7100,-1.80769,-2.77595,-2.24115,124.080,0,1
m3,2,2,9,1.692,40.000,-40.000,0.000,-105.6904,-46.6076,97.9389,151.4423,-138.6533,-1.4200,-60.8933,-1.80159,-2.75458,-2.21001,123.879,0,1
m3,2,2,10,1.886,40.000,-40.000,0.000,-106.7925,-47.3400,99.0289,153.1419,-139.8783,-1.9867,-62.3100,-1.78694,-2.77411,-2.22772,124.023,0,1
m4,0,0,1,0.013,-40.000,40.000,0.000,201.2083,-163.0088,113.2397,282.6302,186.1183,-14.0550,-212.2317,-0.17338,-1.15446,-0.84432,125.876,0,1
m4,0,0,2,0.21,-40.000,40.000,0.000,228.4965,-166.2156,1.7151,282.5619,186.3933,-14.6800,-211.8567,-2.80159,-3.30708,-2.27534,117.698,0,1
m4,0,0,3,0.405,-40.000,40.000,0.000,229.3765,-164.0762,19.8526,282.7167,186.2683,-14.4300,-212.1900,-1.96703,-2.65568,-1.90293,119.934,0,1
m4,0,0,4,0.613,-40.000,40.000,0.000,221.6528,-163.5117,62.5268,282.4458,185.6600,-14.5133,-212.3567,-0.70085,-1.51648,-1.09768,123.307,0,1
m4,0,0,5,0.809,-40.000,40.000,0.000,230.4691,-164.0119,-7.7185,282.9761,187.1433,-14.6800,-211.7483,-3.38828,-3.57570,-2.54457,117.319,0,1
m4,0,0,6,1.006,-40.000,40.000,0.000,233.3538,-158.4266,22.2520,282.9278,186.9767,-19.7883,-211.4150,-1.88584,-2.46276,-1.81563,120.342,0,1
m4,0,0,7,1.201,-40.000,40.000,0.000,185.0256,-157.9797,143.6589,282.5419,185.4100,-21.1217,-212.1483,0.00488,-1.46459,-1.08364,126.497,0,1
m4,0,0,8,1.411,-40.000,40.000,0.000,231.3052,-157.2976,42.6628,282.9572,185.5350,-22.2050,-212.4817,-1.36142,-2.10134,-1.56166,121.952,0,1
m4,0,0,9,1.605,-40.000,40.000,0.000,234.0595,-159.2349,0.5237,283.0899,186.4350,-22.3300,-211.8567,-2.64103,-2.84188,-2.03541,117.683,0,1
m4,0,0,10,1.813,-40.000,40.000,0.000,163.1936,-155.0654,171.3673,282.9208,185.9933,-22.2883,-212.0233,0.22833,-1.25824,-0.95971,126.887,0,1
m4,1,0,1,0.03,0.000,40.000,0.000,95.2975,-206.2973,-76.9591,239.9227,122.0767,118.9200,-168.8733,-2.98901,-2.47131,-1.92735,116.425,0,1
m4,1,0,2,0.225,0.000,40.000,0.000,125.7747,-214.7120,-5.2221,248.8931,125.7850,125.1700,-174.5233,-0.22955,-2.26007,-1.70147,126.833,0,1
m4,1,0,3,0.423,0.000,40.000,0.000,121.4669,-213.1320,-30.2768,247.1763,125.0767,125.1700,-172.5817,-0.84371,-2.28449,-1.74298,125.592,0,1
m4,1,0,4,0.645,0.000,40.000,0.000,111.6541,-212.1479,-60.4467,247.2391,126.8933,124.9200,-171.5233,-1.51160,-2.05372,-1.56044,121.464,0,1
m4,1,0,5,0.841,0.000,40.000,0.000,119.3008,-209.4729,37.4755,243.9590,125.0350,123.8950,-168.9150,0.84493,-2.27045,-1.69597,124.995,0,1
m4,1,0,6,1.037,0.000,40.000,0.000,124.2801,-213.4187,20.6386,247.8286,125.8933,125.8117,-172.4567,0.37424,-2.32845,-1.77900,127.029,0,1
m4,1,0,7,1.245,0.000,40.000,0.000,103.5015,-211.2332,-69.5290,245.2882,124.5600,124.3117,-170.8733,-2.25092,-2.41331,-1.85592,119.353,0,1
m4,1,0,8,1.441,0.000,40.000,0.000,125.1693,-210.9133,15.7427,245.7633,125.8933,123.2950,-171.3150,0.14286,-1.85531,-1.44689,127.867,0,1
m4,1,0,9,1.637,0.000,40.000,0.000,112.8715,-212.7853,56.7629,247.4663,126.2683,124.5450,-172.5817,0.95177,-1.64896,-1.24115,123.100,0,1
m4,1,0,10,1.845,0.000,40.000,0.000,102.5879,-213.4590,-75.2582,248.5012,127.0600,125.1283,-173.0650,-2.24481,-2.17582,-1.67827,118.228,0,1
m4,2,0,1,0.025,40.000,40.000,0.000,49.0832,-122.1578,-67.7767,148.0721,60.3933,119.5200,-63.1900,-0.51832,-2.28877,-1.71001,126.080,0,1
m4,2,0,2,0.231,40.000,40.000,0.000,17.8718,-118.7352,-85.8082,147.5821,65.2850,117.8367,-60.2733,-2.06349,-2.24603,-1.67338,118.751,0,1
m4,2,0,3,0.436,40.000,40.000,0.000,87.0985,-120.1619,-28.9198,151.1998,65.7683,122.2950,-59.8317,1.17949,-1.97192,-1.42674,121.837,0,1
m4,2,0,4,0.647,40.000,40.000,0.000,0.9395,-122.0951,-90.4868,151.9735,65.3683,123.5033,-59.7483,-3.06471,-2.39072,-1.80464,114.905,0,1
m4,2,0,5,0.844,40.000,40.000,0.000,78.1110,-121.1890,-50.1120,152.6411,66.4350,123.4617,-60.3567,0.56471,-2.23016,-1.60928,124.974,0,1
m4,2,0,6,1.052,40.000,40.000,0.000,39.4279,-123.5270,-82.1697,153.5100,66.8100,124.0200,-60.9983,-1.15629,-2.33822,-1.77228,124.193,0,1
m4,2,0,7,1.262,40.000,40.000,0.000,23.0299,-124.0274,-89.0187,154.3940,66.8267,124.9200,-61.3733,-1.86874,-2.38278,-1.78571,120.528,0,1
m4,2,0,8,1.473,40.000,40.000,0.000,86.1489,-120.9234,-40.1144,153.7962,67.1600,124.7117,-59.9150,0.95849,-2.14286,-1.51526,122.842,0,1
m4,2,0,9,1.682,40.000,40.000,0.000,50.4920,-122.1026,-78.3818,153.6300,67.6183,124.4783,-59.4567,-0.71306,-2.34432,-1.74969,125.529,0,1
m4,2,0,10,1.891,40.000,40.000,0.000,46.6358,-120.2479,-81.3384,152.4808,66.6017,123.9367,-58.7733,-0.76923,-2.25763,-1.63248,124.390,0,1
m4,0,1,1,0.029,-40.000,0.000,0.000,65.4690,-308.1398,255.2715,405.4625,-51.6900,-20.3300,-401.6400,-1.52381,-2.52625,-1.90965,122.914,4,1
m4,0,1,2,0.233,-40.000,0.000,0.000,70.3294,-278.6221,240.9677,375.0226,-41.5900,-26.3967,-371.7733,-1.56044,-2.55800,-1.96703,123.284,4,1
m4,0,1,3,0.441,-40.000,0.000,0.000,62.5076,-306.3290,257.8615,405.2619,-56.9233,-21.3967,-400.6733,-1.54884,-2.52869,-1.91758,122.889,4,1
m4,0,1,4,0.637,-40.000,0.000,0.000,69.1890,-300.4619,256.5636,401.1102,-50.4567,-24.4300,-397.1733,-1.57753,-2.56349,-1.96337,123.116,4,1
m4,0,1,5,0.848,-40.000,0.000,0.000,72.2708,-305.0729,253.8866,403.4240,-43.6233,-23.9967,-400.3400,-1.48596,-2.49756,-1.88523,122.971,4,1
m4,0,1,6,1.057,-40.000,0.000,0.000,75.8627,-304.3769,259.3370,407.0088,-45.9567,-24.3300,-403.6733,-1.60928,-2.59829,-2.01038,123.336,4,1
m4,0,1,7,1.265,-40.000,0.000,0.000,80.0981,-297.7627,261.5251,404.3188,-43.5567,-30.0633,-400.8400,-1.62149,-2.60073,-2.02564,123.462,4,1
m4,0,1,8,1.49,-40.000,0.000,0.000,79.0412,-297.7114,269.6259,409.3626,-47.5233,-34.3633,-405.1400,-1.64652,-2.64835,-2.07509,123.641,4,1
m4,0,1,9,1.685,-40.000,0.000,0.000,85.9485,-302.3890,272.3985,415.9654,-46.6900,-31.4300,-412.1400,-1.74176,-2.68010,-2.14103,123.816,4,1
m4,0,1,10,1.898,-40.000,0.000,0.000,80.1080,-300.3937,269.7962,411.6353,-47.0900,-30.3300,-407.8067,-1.68376,-2.68254,-2.13187,123.945,4,1
m4,1,1,1,0.009,0.000,0.000,0.000,21.0247,-330.2537,77.9651,339.9825,-15.1900,141.7700,-308.6400,-1.64286,-2.65568,-2.08791,123.767,4,1
m4,1,1,2,0.205,0.000,0.000,0.000,24.9699,-335.5680,79.8450,345.8390,-13.2233,143.6700,-314.3067,-1.69231,-2.66484,-2.11172,123.780,4,1
m4,1,1,3,0.399,0.000,0.000,0.000,23.2903,-334.3567,80.2736,344.6457,-14.7567,144.9367,-312.3400,-1.72100,-2.71123,-2.17338,124.090,4,1
m4,1,1,4,0.608,0.000,0.000,0.000,24.3307,-332.6650,80.3486,343.0945,-14.0567,143.9033,-311.1400,-1.74847,-2.73504,-2.19841,124.107,4,1
m4,1,1,5,0.816,0.000,0.000,0.000,24.3562,-331.3145,80.1915,341.7502,-14.8567,144.5033,-309.3400,-1.82357,-2.76801,-2.24298,124.085,4,1
m4,1,1,6,1.026,0.000,0.000,0.000,4.0217,-331.8212,78.7438,341.0602,-16.5233,146.1700,-307.7067,-0.91941,-2.68193,-2.13248,126.949,4,1
m4,1,1,7,1.238,0.000,0.000,0.000,19.6678,-335.0086,75.3096,343.9319,-16.1900,148.2033,-309.9400,-1.69475,-2.64896,-2.09646,123.690,4,1
m4,1,1,8,1.434,0.000,0.000,0.000,21.7802,-339.4056,76.4273,348.5852,-14.5567,149.3367,-314.6400,-1.69292,-2.66728,-2.11050,123.745,4,1
m4,1,1,9,1.629,0.000,0.000,0.000,20.5000,-338.8971,75.5132,347.8128,-14.8567,150.2367,-313.3400,-1.67949,-2.68315,-2.12576,123.884,4,1
m4,1,1,10,1.836,0.000,0.000,0.000,24.1798,-343.1145,77.6936,352.6309,-13.4567,150.1700,-318.7733,-1.70879,-2.65079,-2.10012,123.659,4,1
m4,2,1,1,0.015,40.000,0.000,0.000,-40.4586,-182.4921,-40.5521,191.2714,-17.4150,156.7283,-108.2483,-1.78938,-2.71245,-2.17460,123.791,0,1
m4,2,1,2,0.225,40.000,0.000,0.000,-41.0826,-181.9576,-41.0829,191.0083,-18.2483,156.8117,-107.5233,-1.73810,-2.69780,-2.16117,123.957,0,1
m4,2,1,3,0.435,40.000,0.000,0.000,-41.9835,-183.4303,-40.6158,192.5069,-18.6900,157.6700,-108.8567,-1.79304,-2.71673,-2.16789,123.664,0,1
m4,2,1,4,0.633,40.000,0.000,0.000,-41.5330,-183.9461,-40.6518,192.9086,-18.7317,157.7117,-109.4983,-1.76496,-2.73016,-2.17766,123.816,0,1
m4,2,1,5,0.84,40.000,0.000,0.000,-42.5856,-183.3090,-40.8692,192.5773,-19.1900,157.7533,-108.7733,-1.75824,-2.67766,-2.12821,123.599,0,1
m4,2,1,6,1.035,40.000,0.000,0.000,-41.6924,-182.9519,-41.2323,192.1192,-18.1233,157.8533,-107.9983,-1.78938,-2.70513,-2.16484,123.722,0,1
m4,2,1,7,1.233,40.000,0.000,0.000,-40.0929,-180.9067,-41.5973,189.9079,-16.8567,156.0450,-106.9150,-1.77167,-2.71978,-2.17094,123.775,0,1
m4,2,1,8,1.456,40.000,0.000,0.000,-40.6601,-181.3118,-42.7916,190.6786,-16.8567,156.9367,-106.9817,-1.72894,-2.66606,-2.11233,123.614,0,1
m4,2,1,9,1.651,40.000,0.000,0.000,-40.5692,-181.9182,-42.9250,191.2659,-16.5650,157.8950,-106.6650,-1.76740,-2.69780,-2.15751,123.781,0,1
m4,2,1,10,1.86,40.000,0.000,0.000,-41.5518,-182.1262,-45.4423,192.2538,-16.8150,158.7950,-107.0650,-1.66361,-2.61905,-2.04579,123.399,0,1
m4,0,2,1,0.006,-40.000,-40.000,0.000,-102.1228,-171.3258,225.2793,300.8860,-191.6650,-21.0800,-230.9817,-1.58425,-2.54212,-1.92735,122.759,0,1
m4,0,2,2,0.214,-40.000,-40.000,0.000,-108.0404,-171.3173,228.1552,305.0855,-197.0650,-21.8467,-231.8733,-1.56838,-2.56166,-1.94872,122.975,0,1
m4,0,2,3,0.437,-40.000,-40.000,0.000,-111.5817,-171.8187,224.5894,303.9943,-198.4567,-20.0967,-229.3983,-1.52503,-2.51770,-1.87912,122.553,0,1
m4,0,2,4,0.634,-40.000,-40.000,0.000,-111.3199,-169.2523,228.3997,305.2947,-200.3983,-21.8883,-229.2733,-1.58425,-2.57631,-1.95910,122.933,0,1
m4,0,2,5,0.842,-40.000,-40.000,0.000,-115.0551,-171.2206,227.7429,307.2801,-203.0650,-21.5967,-229.6067,-1.52747,-2.51893,-1.87668,122.499,0,1
m4,0,2,6,1.039,-40.000,-40.000,0.000,-114.2591,-167.7644,232.0049,308.2634,-204.1233,-23.3467,-229.8150,-1.61844,-2.63980,-2.03480,123.311,0,1
m4,0,2,7,1.261,-40.000,-40.000,0.000,-111.4885,-165.1754,231.2053,305.2352,-202.7317,-22.8300,-227.0400,-1.65018,-2.62088,-2.03907,123.360,0,1
m4,0,2,8,1.472,-40.000,-40.000,0.000,-111.5840,-163.5891,231.4196,304.5774,-202.3150,-24.0800,-226.3983,-1.65385,-2.64774,-2.06838,123.527,0,1
m4,0,2,9,1.681,-40.000,-40.000,0.000,-107.3781,-163.5756,233.6846,304.7877,-201.9983,-23.3467,-227.0400,-1.73199,-2.65629,-2.10134,123.531,0,1
m4,0,2,10,1.895,-40.000,-40.000,0.000,-108.4282,-161.4838,231.6727,302.4995,-200.7317,-24.4133,-224.9817,-1.69536,-2.65568,-2.09585,123.632,0,1
m4,1,2,1,0.005,0.000,-40.000,0.000,-83.8185,-199.0101,96.6597,236.5875,-117.8317,80.3367,-188.7733,-1.57509,-2.55922,-1.93651,122.798,0,1
m4,1,2,2,0.218,0.000,-40.000,0.000,-106.7811,-205.8883,105.0544,254.6147,-141.8983,86.3783,-192.9567,-1.56532,-2.57265,-1.95543,122.997,0,1
m4,1,2,3,0.425,0.000,-40.000,0.000,-114.5034,-207.3171,102.2402,257.9621,-147.9400,91.0450,-190.7067,-1.55617,-2.52625,-1.88278,122.397,0,1
m4,1,2,4,0.635,0.000,-40.000,0.000,-116.0861,-207.7811,104.4391,259.9164,-149.9400,91.3533,-191.6483,-1.56410,-2.57692,-1.96581,123.110,0,1
m4,1,2,5,0.845,0.000,-40.000,0.000,-113.2476,-199.8981,104.2593,252.2980,-147.6483,86.8533,-185.2317,-1.60317,-2.58730,-1.97863,123.027,0,1
m4,1,2,6,1.042,0.000,-40.000,0.000,-112.9963,-201.4059,105.0592,253.7123,-147.5650,89.0033,-186.2067,-1.64408,-2.65812,-2.08852,123.752,0,1
m4,1,2,7,1.268,0.000,-40.000,0.000,-116.5081,-202.1059,106.2649,256.3458,-151.4150,90.4200,-186.0400,-1.65751,-2.65263,-2.08852,123.731,0,1
m4,1,2,8,1.462,0.000,-40.000,0.000,-116.2948,-201.3121,108.0337,256.3636,-152.6900,91.3950,-184.5400,-1.74908,-2.68254,-2.13431,123.682,0,1
m4,1,2,9,1.685,0.000,-40.000,0.000,-121.2655,-203.4638,106.8094,259.8289,-156.0650,93.8783,-185.3150,-1.71062,-2.70391,-2.15140,123.917,0,1
m4,1,2,10,1.882,0.000,-40.000,0.000,-120.0202,-202.5955,109.6270,259.7457,-156.4150,93.1450,-185.2733,-1.79487,-2.78327,-2.25458,124.246,0,1
m4,2,2,1,0.011,40.000,-40.000,0.000,-84.7082,-127.9651,0.4537,153.4625,-75.9150,109.4367,-76.2317,-1.76496,-2.74237,-2.20269,124.036,0,1
m4,2,2,2,0.206,40.000,-40.000,0.000,-79.1389,-131.8279,-0.6215,153.7594,-70.2900,111.2533,-79.5233,-1.81685,-2.78144,-2.25397,124.155,0,1
m4,2,2,3,0.419,40.000,-40.000,0.000,-82.5467,-130.2498,3.7374,154.2496,-75.0817,108.6700,-79.6650,-1.81685,-2.74176,-2.21368,123.942,0,1
m4,2,2,4,0.627,40.000,-40.000,0.000,-85.6743,-131.0803,0.6457,156.5968,-76.7733,111.7117,-78.4150,-1.75458,-2.71062,-2.17582,123.974,0,1
m4,2,2,5,0.837,40.000,-40.000,0.000,-87.4145,-130.5456,1.0612,157.1133,-78.0817,112.7117,-76.7067,-1.84554,-2.76435,-2.23871,123.962,0,1
m4,2,2,6,1.033,40.000,-40.000,0.000,-87.8707,-130.5699,-1.4943,157.3912,-77.9567,113.6450,-76.0233,-1.76190,-2.74542,-2.21978,124.234,0,1
m4,2,2,7,1.256,40.000,-40.000,0.000,-88.6227,-131.2281,-0.2296,158.3504,-78.4983,114.6283,-75.9817,-1.84554,-2.75214,-2.23321,123.978,0,1
m4,2,2,8,1.454,40.000,-40.000,0.000,-88.7991,-129.8763,-1.4223,157.3377,-78.2900,114.1700,-74.7733,-1.81441,-2.74176,-2.21123,123.923,0,1
m4,2,2,9,1.648,40.000,-40.000,0.000,-89.6412,-129.9626,-2.4407,157.8980,-78.6650,114.7117,-74.7317,-1.78694,-2.72589,-2.17521,123.718,0,1
m4,2,2,10,1.856,40.000,-40.000,0.000,-89.4257,-128.4277,-3.3633,156.5309,-77.9983,114.0617,-73.5400,-1.73993,-2.65568,-2.09951,123.476,0,1
m7,0,0,1,0.005,-40.000,40.000,0.000,102.8183,-49.6875,-53.5701,126.1356,115.9350,31.5817,-38.3650,-1.82662,-2.77411,-2.22283,123.792,0,1
m7,0,0,2,0.226,-40.000,40.000,0.000,103.3352,-49.4145,-54.2410,126.7361,116.7017,31.6650,-37.9483,-1.85104,-2.80891,-2.25092,123.787,0,1
m7,0,0,3,0.422,-40.000,40.000,0.000,104.1346,-49.4165,-53.0517,126.8877,116.8683,31.4567,-38.1150,-1.80159,-2.78327,-2.24664,124.123,0,1
m7,0,0,4,0.618,-40.000,40.000,0.000,103.6336,-49.2359,-53.2148,126.4750,116.4933,31.7067,-37.6817,-1.79609,-2.78266,-2.24420,124.122,0,1
m7,0,0,5,0.826,-40.000,40.000,0.000,103.1035,-48.6382,-53.2019,125.8032,116.0183,31.0150,-37.4733,-1.80403,-2.76740,-2.22283,123.936,0,1
m7,0,0,6,1.022,-40.000,40.000,0.000,104.3292,-48.6710,-52.9429,126.7138,116.9933,30.8067,-37.6817,-1.79853,-2.77534,-2.24054,124.117,0,1
m7,0,0,7,1.23,-40.000,40.000,0.000,104.9777,-47.8374,-54.2058,127.4637,118.1433,30.5983,-36.7817,-1.79060,-2.75397,-2.20879,123.917,0,1
m7,0,0,8,1.425,-40.000,40.000,0.000,104.0975,-46.6003,-54.7849,126.5277,117.6183,30.5983,-35.1983,-1.78327,-2.75214,-2.20269,123.888,0,1
m7,0,0,9,1.621,-40.000,40.000,0.000,103.9718,-45.3534,-54.5879,125.8845,117.4100,30.2483,-33.8650,-1.79060,-2.77656,-2.24725,124.223,0,1
m7,0,0,10,1.831,-40.000,40.000,0.000,107.0606,-45.0789,-55.3510,128.6772,120.5183,29.0150,-34.5150,-1.78755,-2.75336,-2.21001,123.949,0,1
m7,1,0,1,0.01,0.000,40.000,0.000,53.8054,-58.2144,-63.2092,101.3871,76.2267,61.7817,-25.5317,-1.68742,-2.68987,-2.10928,123.595,0,1
m7,1,0,2,0.206,0.000,40.000,0.000,50.1339,-60.5287,-64.8972,101.9253,73.7683,65.3900,-25.9067,-1.66239,-2.64591,-2.05006,123.267,0,1
m7,1,0,3,0.412,0.000,40.000,0.000,60.7491,-61.3474,-64.1309,107.5487,82.7433,62.1400,-29.3067,-1.66606,-2.68559,-2.09768,123.574,0,1
m7,1,0,4,0.622,0.000,40.000,0.000,59.5818,-56.6273,-62.4889,103.2546,81.0600,58.2233,-26.4733,-1.65934,-2.66056,-2.06716,123.395,0,1
m7,1,0,5,0.832,0.000,40.000,0.000,56.0177,-62.1261,-63.6732,105.1280,78.3100,63.8483,-29.0317,-1.66239,-2.67949,-2.08547,123.479,0,1
m7,1,0,6,1.045,0.000,40.000,0.000,53.6285,-60.7368,-65.4720,104.1708,77.0350,64.8650,-26.6400,-1.65324,-2.65690,-2.05250,123.261,0,1
m7,1,0,7,1.256,0.000,40.000,0.000,56.6470,-61.3580,-66.8751,106.9859,80.1183,65.7233,-26.5983,-1.64469,-2.68254,-2.08791,123.566,0,1
m7,1,0,8,1.462,0.000,40.000,0.000,55.2114,-59.8904,-68.1748,106.2212,79.5183,65.8650,-24.9317,-1.63187,-2.65201,-2.03663,123.187,0,1
m7,1,0,9,1.659,0.000,40.000,0.000,56.4191,-58.9062,-67.0571,105.5922,79.9100,64.5317,-24.4900,-1.63309,-2.68254,-2.08120,123.532,0,1
m7,1,0,10,1.856,0.000,40.000,0.000,56.8122,-58.5415,-68.3873,106.4498,80.8267,65.0983,-23.6817,-1.61600,-2.66117,-2.05617,123.442,0,1
m7,2,0,1,0.02,40.000,40.000,0.000,3.3140,-53.7037,-54.0047,76.2337,26.7683,70.0150,-13.8900,-1.63126,-2.63431,-2.02686,123.191,0,1
m7,2,0,2,0.217,40.000,40.000,0.000,7.8000,-53.1734,-56.6629,78.0957,31.8933,70.2233,-12.2650,-1.68620,-2.70574,-2.13919,123.861,0,1
m7,2,0,3,0.412,40.000,40.000,0.000,13.1547,-50.5854,-57.7876,77.9188,37.4767,67.4067,-11.0983,-1.71551,-2.70757,-2.14774,123.824,0,1
m7,2,0,4,0.62,40.000,40.000,0.000,14.3040,-49.5795,-58.2719,77.8353,39.0183,66.4900,-10.7233,-1.72711,-2.68864,-2.11905,123.549,0,1
m7,2,0,5,0.817,40.000,40.000,0.000,15.7623,-48.7677,-59.2266,78.3232,40.7017,66.1983,-9.7817,-1.75946,-2.74115,-2.17094,123.683,0,1
m7,2,0,6,1.012,40.000,40.000,0.000,15.3041,-48.4026,-59.8122,78.4508,40.4933,66.6400,-8.5983,-1.78266,-2.77289,-2.22405,124.007,0,1
m7,2,0,7,1.22,40.000,40.000,0.000,17.2016,-47.3229,-60.3413,78.5902,41.2017,66.4067,-8.3067,-1.58120,-2.66056,-2.06899,123.763,0,1
m7,2,0,8,1.416,40.000,40.000,0.000,16.9688,-47.4100,-60.5947,78.7868,40.7017,66.9733,-8.0817,-1.53236,-2.63858,-2.04457,123.825,0,1
m7,2,0,9,1.612,40.000,40.000,0.000,13.8146,-48.9123,-60.6688,79.1452,41.1600,67.0567,-8.5567,-2.02869,-2.89011,-2.34676,123.608,0,1
m7,2,0,10,1.821,40.000,40.000,0.000,14.9523,-48.6665,-61.1262,79.5513,41.6850,67.2233,-8.4733,-1.86386,-2.76496,-2.21734,123.623,0,1
