cell_i,cell_j,sample,t_s,x_mm,y_mm,z_mm,Bx_uT,By_uT,Bz_uT,Babs_uT,Bbx_uT,Bby_uT,Bbz_uT,ax_g,ay_g,az_g,tilt_deg,gain_idx,qmc
1,0,10,1.856,0.000,40.000,0.000,56.8122,-58.5415,-68.3873,106.4498,80.8267,65.0983,-23.6817,-1.61600,-2.66117,-2.05617,123.442,0,1
2,0,1,0.02,40.000,40.000,0.000,3.3140,-53.7037,-54.0047,76.2337,26.7683,70.0150,-13.8900,-1.63126,-2.63431,-2.02686,123.191,0,1
2,0,2,0.217,40.000,40.000,0.000,7.8000,-53.1734,-56.6629,78.0957,31.8933,70.2233,-12.2650,-1.68620,-2.70574,-2.13919,123.861,0,1
2,0,3,0.412,40.000,40.000,0.000,13.1547,-50.5854,-57.7876,77.9188,37.4767,67.4067,-11.0983,-1.71551,-2.70757,-2.14774,123.824,0,1
2,0,4,0.62,40.000,40.000,0.000,14.3040,-49.5795,-58.2719,77.8353,39.0183,66.4900,-10.7233,-1.72711,-2.68864,-2.11905,123.549,0,1
2,0,5,0.817,40.000,40.000,0.000,15.7623,-48.7677,-59.2266,78.3232,40.7017,66.1983,-9.7817,-1.75946,-2.74115,-2.17094,123.683,0,1
2,0,6,1.012,40.000,40.000,0.000,15.3041,-48.4026,-59.8122,78.4508,40.4933,66.6400,-8.5983,-1.78266,-2.77289,-2.22405,124.007,0,1
2,0,7,1.22,40.000,40.000,0.000,17.2016,-47.3229,-60.3413,78.5902,41.2017,66.4067,-8.3067,-1.58120,-2.66056,-2.06899,123.763,0,1
2,0,8,1.416,40.000,40.000,0.000,16.9688,-47.4100,-60.5947,78.7868,40.7017,66.9733,-8.0817,-1.53236,-2.63858,-2.04457,123.825,0,1
2,0,9,1.612,40.000,40.000,0.000,13.8146,-48.9123,-60.6688,79.1452,41.1600,67.0567,-8.5567,-2.02869,-2.89011,-2.34676,123.608,0,1
2,0,10,1.821,40.000,40.000,0.000,14.9523,-48.6665,-61.1262,79.5513,41.6850,67.2233,-8.4733,-1.86386,-2.76496,-2.21734,123.623,0,1
0,1,1,0.011,-40.000,0.000,0.000,200.8201,-214.0917,19.2632,294.1684,170.5183,50.1983,-234.3900,-1.79365,-2.76374,-2.22344,124.013,0,1
0,1,2,0.206,-40.000,0.000,0.000,201.6414,-215.4750,19.5863,295.7573,170.8100,49.9483,-236.2233,-1.80708,-2.76801,-2.22222,123.911,0,1
0,1,3,0.404,-40.000,0.000,0.000,206.0680,-214.8744,22.1085,298.5361,174.0183,47.4317,-237.8900,-1.80464,-2.78266,-2.24725,124.121,0,1
0,1,4,0.598,-40.000,0.000,0.000,208.1066,-214.9899,22.0764,300.0273,176.1433,47.2400,-238.2400,-1.79243,-2.78083,-2.24725,124.186,0,1
0,1,5,0.807,-40.000,0.000,0.000,212.2920,-215.3809,21.5834,303.1875,179.7433,45.8233,-239.8233,-1.80952,-2.78632,-2.24969,124.104,0,1
0,1,6,1.002,-40.000,0.000,0.000,211.1596,-215.4060,20.5950,302.3447,179.0600,45.8483,-239.2650,-1.81013,-2.78877,-2.23382,123.896,0,1
0,1,7,1.211,-40.000,0.000,0.000,212.8854,-216.2900,21.1144,304.2160,180.2850,45.5733,-240.7650,-1.80159,-2.76862,-2.22222,123.931,0,1
0,1,8,1.422,-40.000,0.000,0.000,213.1097,-215.0344,21.3939,303.5016,180.2850,45.1150,-239.9483,-1.81380,-2.77656,-2.24176,124.056,0,1
0,1,9,1.631,-40.000,0.000,0.000,214.2316,-216.1693,21.1652,305.0775,181.3517,45.1150,-241.1400,-1.79548,-2.75031,-2.21245,123.964,0,1
0,1,10,1.827,-40.000,0.000,0.000,214.9007,-215.1564,19.9109,304.7475,182.5767,44.5150,-239.9067,-1.78755,-2.74786,-2.19780,123.840,0,1
1,1,1,0.014,0.000,0.000,0.000,88.3801,-151.5598,-47.3218,181.7162,100.2267,96.9317,-116.5317,-1.81074,-2.77900,-2.24298,124.068,0,1
1,1,2,0.224,0.000,0.000,0.000,101.6793,-164.9237,-57.7975,202.1857,116.8267,107.6150,-125.0983,-1.78999,-2.75092,-2.21001,123.955,0,1
1,1,3,0.42,0.000,0.000,0.000,100.2035,-170.7579,-61.0974,207.2001,116.9933,114.5983,-126.9317,-1.81136,-2.78388,-2.25153,124.134,0,1
1,1,4,0.615,0.000,0.000,0.000,100.0913,-173.8975,-62.5321,210.1640,117.5767,117.3483,-128.7400,-1.82784,-2.78449,-2.25397,124.086,0,1
1,1,5,0.809,0.000,0.000,0.000,103.3061,-176.0103,-65.9333,214.4737,121.9517,119.5317,-129.7650,-1.81563,-2.79670,-2.24115,123.906,0,1
1,1,6,1.003,0.000,0.000,0.000,103.9009,-177.2003,-66.4864,215.9069,122.7433,120.5983,-130.4067,-1.79487,-2.75458,-2.21551,123.975,0,1
1,1,7,1.214,0.000,0.000,0.000,105.4467,-177.7326,-66.1486,216.9874,123.9767,120.3900,-131.2233,-1.82295,-2.78755,-2.25275,124.073,0,1
1,1,8,1.423,0.000,0.000,0.000,106.5959,-178.8588,-65.3066,218.2158,124.6183,119.6567,-133.3067,-1.79915,-2.75946,-2.21429,123.908,0,1
1,1,9,1.618,0.000,0.000,0.000,104.4459,-178.6929,-67.5735,217.7298,123.6850,122.1983,-131.0567,-1.78388,-2.75946,-2.21368,123.968,0,1
1,1,10,1.828,0.000,0.000,0.000,106.3284,-180.5644,-70.2309,221.0013,126.6017,124.1983,-131.8650,-1.79792,-2.76435,-2.21429,123.881,0,1
2,1,1,0.011,40.000,0.000,0.000,9.0997,-104.3296,-66.7397,124.1840,38.3683,108.4733,-46.7233,-1.80159,-2.76252,-2.21673,123.906,0,1
2,1,2,0.21,40.000,0.000,0.000,9.3621,-103.8339,-68.7805,124.8995,39.1433,109.6817,-45.1400,-1.77289,-2.76496,-2.21734,124.023,0,1
2,1,3,0.415,40.000,0.000,0.000,15.4929,-100.7052,-71.5912,124.5266,46.3267,106.9317,-43.8900,-1.77228,-2.72772,-2.15324,123.502,0,1
2,1,4,0.611,40.000,0.000,0.000,15.4009,-100.9237,-72.6293,125.2909,46.6183,108.1400,-42.7817,-1.78022,-2.73871,-2.18803,123.816,0,1
2,1,5,0.82,40.000,0.000,0.000,15.3901,-101.8811,-74.4813,127.1380,47.5183,109.8900,-42.7817,-1.75763,-2.70085,-2.14774,123.684,0,1
2,1,6,1.016,40.000,0.000,0.000,16.6267,-102.9352,-75.8269,128.9256,49.0350,110.8650,-43.8900,-1.71306,-2.66850,-2.09158,123.408,0,1
2,1,7,1.226,40.000,0.000,0.000,16.6932,-102.5895,-74.8698,128.0967,48.4933,110.1400,-43.8900,-1.71062,-2.68010,-2.10806,123.545,0,1
2,1,8,1.436,40.000,0.000,0.000,16.4534,-101.2511,-74.5763,126.8232,48.0600,109.2400,-42.9067,-1.71306,-2.69414,-2.11844,123.566,0,1
2,1,9,1.645,40.000,0.000,0.000,15.9541,-101.2668,-74.5235,126.7409,47.7267,109.3233,-42.8233,-1.72283,-2.69292,-2.11966,123.546,0,1
2,1,10,1.857,40.000,0.000,0.000,14.7318,-100.1130,-74.3729,125.5825,46.6600,108.8233,-41.8483,-1.71245,-2.66911,-2.09524,123.453,0,1
0,2,1,0.01,-40.000,-40.000,0.000,114.5787,-332.8189,208.1049,408.9062,9.8933,20.8067,-408.2567,-1.71673,-2.70391,-2.14408,123.799,4,1
0,2,2,0.217,-40.000,-40.000,0.000,121.6957,-329.7611,204.8255,406.8239,15.6267,18.7733,-406.0900,-1.75153,-2.69780,-2.14103,123.649,4,1
0,2,3,0.428,-40.000,-40.000,0.000,122.1273,-328.2066,206.8846,406.7381,16.5933,18.2400,-405.9900,-1.77350,-2.76435,-2.21551,124.002,4,1
0,2,4,0.638,-40.000,-40.000,0.000,121.8657,-329.3693,207.3350,407.8274,14.9600,18.7067,-407.1233,-1.79060,-2.75641,-2.20940,123.908,4,1
0,2,5,0.848,-40.000,-40.000,0.000,123.1714,-328.4466,207.2409,407.4275,16.8267,19.2733,-406.6233,-1.79915,-2.78022,-2.24542,124.139,4,1
0,2,6,1.058,-40.000,-40.000,0.000,121.1353,-329.9595,206.5247,407.6757,14.7267,19.2067,-406.9567,-1.78205,-2.74847,-2.19536,123.830,4,1
0,2,7,1.256,-40.000,-40.000,0.000,116.7785,-330.4820,208.3854,407.7745,10.5600,20.4733,-407.1233,-1.79060,-2.77411,-2.22344,123.956,4,1
0,2,8,1.48,-40.000,-40.000,0.000,116.5239,-332.6060,207.0673,408.7559,9.7267,19.8733,-408.1567,-1.77717,-2.73443,-2.15995,123.517,4,1
0,2,9,1.675,-40.000,-40.000,0.000,118.1462,-332.2921,207.9083,409.3928,11.4933,19.7067,-408.7567,-1.75641,-2.71612,-2.15812,123.712,4,1
0,2,10,1.879,-40.000,-40.000,0.000,117.8259,-334.0212,206.6456,410.0677,12.0933,19.5400,-409.4233,-1.72894,-2.69414,-2.11661,123.472,4,1
1,2,1,0.023,0.000,-40.000,0.000,36.8722,-307.6246,32.2012,311.4954,18.4933,153.8400,-270.2233,-1.69536,-2.65812,-2.07937,123.406,4,1
1,2,2,0.233,0.000,-40.000,0.000,37.6455,-299.8622,29.9234,303.6938,20.4600,150.8400,-262.7900,-1.68803,-2.68254,-2.10440,123.583,4,1
1,2,3,0.429,0.000,-40.000,0.000,37.6612,-292.7583,30.1529,296.7069,20.3933,145.2400,-257.9233,-1.65995,-2.64957,-2.06105,123.393,4,1
1,2,4,0.639,0.000,-40.000,0.000,35.3600,-283.9863,31.3114,287.8871,17.7600,140.5400,-250.6233,-1.68681,-2.67766,-2.09524,123.507,4,1
1,2,5,0.848,0.000,-40.000,0.000,36.0894,-292.5475,34.9957,296.8353,16.6600,144.6733,-258.6567,-1.72100,-2.70085,-2.14286,123.787,4,1
1,2,6,1.058,0.000,-40.000,0.000,37.0916,-300.2401,37.3285,304.8169,16.5600,147.4067,-266.2900,-1.71673,-2.70085,-2.14164,123.791,4,1
1,2,7,1.256,0.000,-40.000,0.000,36.6460,-300.0302,39.3761,304.8139,15.0600,146.4733,-266.8900,-1.74298,-2.71306,-2.15995,123.815,4,1
1,2,8,1.48,0.000,-40.000,0.000,38.9152,-296.3090,39.9084,301.5064,16.8267,142.8400,-264.9900,-1.75580,-2.73138,-2.17216,123.781,4,1
1,2,9,1.689,0.000,-40.000,0.000,39.7839,-296.9868,42.6564,302.6607,16.1267,141.5067,-267.0567,-1.78022,-2.73565,-2.18437,123.793,4,1
1,2,10,1.9,0.000,-40.000,0.000,40.3477,-298.4406,42.5477,304.1464,16.8267,142.8400,-267.9900,-1.78755,-2.76068,-2.21306,123.936,4,1
2,2,1,0.005,40.000,-40.000,0.000,-24.5902,-148.8042,-36.5796,155.1948,-5.5400,126.6150,-89.5733,-1.72894,-2.69719,-2.13370,123.664,0,1
2,2,2,0.2,40.000,-40.000,0.000,-24.2088,-149.7510,-40.6712,157.0528,-3.3567,130.1983,-87.7650,-1.74603,-2.71673,-2.16239,123.806,0,1
2,2,3,0.41,40.000,-40.000,0.000,-25.9967,-154.9244,-41.6468,162.5172,-4.4567,134.9317,-90.4733,-1.77167,-2.74359,-2.19353,123.887,0,1
2,2,4,0.606,40.000,-40.000,0.000,-25.4318,-158.0164,-40.0167,164.9767,-4.7483,135.9900,-93.2817,-1.79548,-2.77839,-2.24420,124.153,0,1
2,2,5,0.801,40.000,-40.000,0.000,-25.7488,-157.1476,-39.4575,164.0587,-5.1233,134.8900,-93.2400,-1.80342,-2.77411,-2.22650,123.937,0,1
2,2,6,1.038,40.000,-40.000,0.000,-26.1232,-157.6785,-39.0669,164.5332,-5.6650,135.1400,-93.6817,-1.80098,-2.77350,-2.22894,123.981,0,1
2,2,7,1.233,40.000,-40.000,0.000,-26.1062,-156.9839,-38.7139,163.7811,-5.7483,134.3650,-93.4733,-1.79426,-2.75641,-2.21062,123.907,0,1
2,2,8,1.445,40.000,-40.000,0.000,-27.0815,-155.0134,-38.4177,161.9830,-6.7317,133.4733,-91.5317,-1.81013,-2.77289,-2.23382,124.003,0,1
2,2,9,1.64,40.000,-40.000,0.000,-26.4510,-154.4321,-38.7738,161.4074,-6.0233,133.3900,-90.6817,-1.81563,-2.77717,-2.25031,124.146,0,1
2,2,10,1.863,40.000,-40.000,0.000,-26.7501,-153.3951,-39.2569,160.5825,-6.0233,133.1150,-89.6150,-1.81990,-2.77839,-2.24786,124.090,0,1
